Sample_ID,Batch_Code,Product_Name,Test_Date,Moisture_Content_%,Fat_Content_%,Protein_Content_%,Water_Activity_Aw,Acid_Insoluble_Ash_%,Acid_Value_mgKOHg,Peroxide_Value,Total_Plate_Count_CFUg,Yeast_Mold_Count_CFUg,Lead_Pb_mgkg,Cadmium_Cd_mgkg,Failure_Category,Historical_Status
SPL-2026-0956,B-250503-4,Cookies Choco Chip,2025-05-03,3.56,12.89,4.49,0.456,0.1,0.0,1.22,14641.0,10,,0.15,Heavy_Metal,Fail
SPL-2026-2738,B-250503-8,Sandwich Biscuit,2025-05-03,2.7,13.61,6.75,0.564,0.063,1.25,2.09,,2600.0,0.486,0.084,None,Pass
SPL-2026-2878,B-250503-1,Sandwich Biscuit,2025-05-03,5.37,23.66,3.47,0.738,0.153,,0.48,5400.0,3439.0,0.317,0.106,Physicochemical,Fail
SPL-2026-6875,B-250503-1,Cracker Filled,2025-05-03,4.5,21.02,3.06,0.715,0.085,1.37,0.9,4647.0,2503.0,0.155,0.048,Physicochemical,Fail
SPL-2026-7603,B-250503-4,Butter Biscuit,2025-05-03,5.71,21.36,1.5,0.615,0.089,0.41,0.95,16450.0,1191.0,0.24,0.011,Physicochemical,Fail
SPL-2026-3266,B-250504-5,Cracker Plain,2025-05-04,5.91,14.54,4.95,0.729,0.11,1.49,1.3,3120.0,4097.0,0.622,,Physicochemical,Fail
SPL-2026-9193,B-250504-7,Cracker Filled,2025-05-04,4.1,27.1,5.27,0.605,0.036,0.81,,17269.0,10,0.319,0.002,None,Pass
SPL-2026-1992,B-250505-4,Wafer Vanilla,2025-05-05,3.52,26.9,5.7,0.558,0.047,1.68,0.78,19098.0,4338.0,0.26,0.088,None,Pass
SPL-2026-2389,B-250505-3,Cracker Filled,2025-05-05,4.28,15.44,6.1,0.603,0.028,1.92,0.86,50,10,0.368,0.0,None,Pass
SPL-2026-3226,B-250505-7,Butter Biscuit,2025-05-05,3.1,20.88,9.27,0.566,0.0,1.34,0.95,50,10,0.35,0.234,Heavy_Metal,Fail
SPL-2026-7231,B-250505-6,Cracker Plain,2025-05-05,3.47,21.39,7.18,0.413,0.042,1.35,1.24,29815.0,10,0.286,0.08,None,Pass
SPL-2026-7719,B-250505-5,Cracker Filled,2025-05-05,3.5,18.75,6.36,0.757,0.108,0.64,1.31,38092.0,24643.0,0.178,0.175,Microbiological,Fail
SPL-2026-8423,B-250505-1,Cracker Plain,2025-05-05,,15.73,6.84,0.555,0.056,0.55,1.9,50,2140.0,0.138,0.0,None,Pass
SPL-2026-9708,B-250505-4,Butter Biscuit,2025-05-05,4.66,21.84,7.22,0.565,0.075,0.04,1.87,50,2941.0,0.24,0.067,None,Pass
SPL-2026-1143,B-250506-5,Wafer Vanilla,2025-05-06,3.96,13.82,3.49,0.504,0.041,0.0,1.88,9630.0,10,0.221,0.195,None,Pass
SPL-2026-3110,B-250506-8,Butter Biscuit,2025-05-06,1.46,10.82,9.13,0.539,0.0,0.86,1.25,50,13785.0,0.138,0.178,None,Pass
SPL-2026-4867,B-250506-4,Cracker Filled,2025-05-06,3.24,13.48,6.79,0.482,0.009,1.25,0.54,7517.0,10,0.23,0.128,None,Pass
SPL-2026-8026,B-250506-8,Marie Biscuit,2025-05-06,3.3,15.38,7.31,0.479,0.076,0.97,1.05,7936.0,10,0.686,0.163,Heavy_Metal,Fail
SPL-2026-6363,B-250507-4,Cracker Plain,2025-05-07,1.95,18.48,8.73,,0.048,1.14,2.01,4217.0,,0.067,0.0,None,Pass
SPL-2026-8453,B-250507-7,Cracker Filled,2025-05-07,3.32,16.87,7.83,0.405,0.112,1.15,2.32,9922.0,10,0.303,0.018,None,Pass
SPL-2026-0267,B-250508-3,Cracker Filled,2025-05-08,4.28,18.3,5.98,0.507,0.028,0.76,1.38,16398.0,2581.0,,0.033,None,Pass
SPL-2026-0867,B-250508-5,Cracker Plain,2025-05-08,3.8,19.16,7.5,0.703,0.056,1.05,,20000,5000,0.109,0.098,Microbiological,Fail
SPL-2026-5162,B-250508-7,Cracker Filled,2025-05-08,4.45,16.4,6.86,0.769,0.065,,1.05,10728.0,10,0.544,0.318,Heavy_Metal,Fail
SPL-2026-8358,B-250508-3,Cracker Filled,2025-05-08,,16.28,7.87,0.493,0.021,1.53,2.06,2334.0,10,0.263,0.078,None,Pass
SPL-2026-9099,B-250508-2,Sandwich Biscuit,2025-05-08,4.2,16.4,6.57,0.37,0.02,2.49,1.8,17627.0,10,0.367,0.016,Stability,Fail
SPL-2026-9736,B-250508-3,Wafer Vanilla,2025-05-08,2.75,23.75,5.22,0.534,0.035,1.11,0.56,5887.0,4419.0,0.398,0.099,None,Pass
SPL-2026-1695,B-250509-5,Sandwich Biscuit,2025-05-09,3.11,,5.78,0.85,0.029,1.01,0.28,50,559.0,0.3,0.104,None,Pass
SPL-2026-2341,B-250509-7,Cracker Filled,2025-05-09,6.77,22.14,6.0,0.745,,0.03,1.09,9874.0,3832.0,0.167,0.091,Physicochemical,Fail
SPL-2026-4140,B-250509-7,Butter Biscuit,2025-05-09,6.62,18.53,5.73,0.715,0.081,1.3,1.51,7414.0,2195.0,0.089,0.0,Physicochemical,Fail
SPL-2026-6591,B-250509-6,Cracker Plain,2025-05-09,2.05,14.74,6.9,0.48,0.095,1.12,1.97,3276.0,10,0.341,0.0,None,Pass
SPL-2026-5431,B-250510-7,Cracker Plain,2025-05-10,2.15,21.33,5.6,0.493,0.097,1.44,,20077.0,7816.0,,0.191,None,Pass
SPL-2026-5706,B-250510-1,Wafer Vanilla,2025-05-10,2.03,16.86,4.1,0.412,0.0,0.71,1.75,50,7229.0,0.108,0.054,None,Pass
SPL-2026-5781,B-250510-4,Cracker Plain,2025-05-10,1.39,15.94,7.99,0.429,0.029,0.96,2.12,50,5946.0,0.0,0.0,None,Pass
SPL-2026-7945,B-250510-6,Cracker Plain,2025-05-10,3.51,12.53,4.4,0.721,0.007,1.46,1.64,50,10,0.293,0.056,None,Pass
SPL-2026-8474,B-250510-1,Cracker Plain,2025-05-10,4.48,21.88,6.72,0.658,0.085,0.51,1.04,79933.0,9205.0,0.151,0.18,Microbiological,Fail
SPL-2026-0418,B-250511-4,Cracker Plain,2025-05-11,1.93,26.19,6.01,0.643,0.0,1.71,0.11,55705.0,20702.0,0.23,0.0,Microbiological,Fail
SPL-2026-0647,B-250511-6,Marie Biscuit,2025-05-11,4.38,19.34,7.52,0.522,0.138,1.87,1.99,50,5062.0,0.069,0.122,None,Pass
SPL-2026-1171,B-250511-3,Butter Biscuit,2025-05-11,5.51,24.0,6.85,0.557,0.046,0.94,0.0,50,37.0,0.0,0.064,None,Pass
SPL-2026-2651,B-250511-3,Sandwich Biscuit,2025-05-11,5.17,19.91,7.3,0.573,,1.73,0.93,50,3483.0,0.158,0.026,None,Pass
SPL-2026-4070,B-250511-8,Cookies Choco Chip,2025-05-11,7.49,19.14,4.6,0.747,0.089,0.43,0.87,50,621.0,0.188,0.048,Physicochemical,Fail
SPL-2026-5076,B-250511-2,Sandwich Biscuit,2025-05-11,6.26,17.62,5.02,0.718,0.143,0.84,0.73,21862.0,10,0.294,0.223,Physicochemical,Fail
SPL-2026-1851,B-250512-1,Cracker Filled,2025-05-12,4.56,22.33,3.7,0.536,0.105,0.0,1.22,16334.0,10,0.475,0.0,None,Pass
SPL-2026-5642,B-250512-5,Butter Biscuit,2025-05-12,2.71,12.3,2.18,0.549,0.011,1.37,1.08,5255.0,8696.0,0.35,0.15,Heavy_Metal,Fail
SPL-2026-5743,B-250512-4,Cookies Choco Chip,2025-05-12,2.28,18.04,7.46,0.366,0.0,1.18,,21619.0,10,0.149,0.062,None,Pass
SPL-2026-0722,B-250513-2,Sandwich Biscuit,2025-05-13,4.38,,6.59,0.576,,0.72,1.52,7366.0,8298.0,0.097,0.0,None,Pass
SPL-2026-4225,B-250513-3,Cookies Choco Chip,2025-05-13,4.47,20.0,3.95,0.59,0.0,1.46,,13014.0,10,0.17,0.047,None,Pass
SPL-2026-4622,B-250514-5,Cracker Plain,2025-05-14,1.0,21.69,5.06,0.442,0.051,0.51,0.74,6766.0,2207.0,0.202,0.11,None,Pass
SPL-2026-9050,B-250514-4,Cookies Choco Chip,2025-05-14,4.34,23.87,5.44,0.479,0.097,1.5,2.17,42180.0,,0.259,0.107,None,Pass
SPL-2026-0065,B-250515-8,Wafer Vanilla,2025-05-15,7.11,21.51,3.83,0.6,0.183,0.93,1.26,50,10,0.0,0.129,Physicochemical,Fail
SPL-2026-3676,B-250515-4,Sandwich Biscuit,2025-05-15,2.29,,8.12,,0.094,,0.42,50,3954.0,0.303,0.159,None,Pass
SPL-2026-4118,B-250515-3,Marie Biscuit,2025-05-15,3.12,21.35,4.58,0.508,0.04,2.04,,50,2180.0,0.352,0.0,None,Pass
SPL-2026-4304,B-250515-3,Cracker Plain,2025-05-15,5.79,25.0,8.06,0.498,0.009,3.56,2.62,50,10,0.0,0.014,Stability,Fail
SPL-2026-4543,B-250515-7,Cracker Filled,2025-05-15,3.11,17.24,5.85,0.718,0.049,1.24,0.19,50,10,0.227,0.081,None,Pass
SPL-2026-5071,B-250515-3,Cookies Choco Chip,2025-05-15,2.24,23.59,5.74,,0.042,0.59,0.35,55875.0,22124.0,0.322,0.129,Microbiological,Fail
SPL-2026-6371,B-250515-2,Marie Biscuit,2025-05-15,,21.62,9.17,0.604,0.091,1.13,0.41,13184.0,1616.0,0.593,0.177,Heavy_Metal,Fail
SPL-2026-8556,B-250515-7,Cracker Filled,2025-05-15,3.63,14.41,4.54,0.61,0.076,0.3,1.8,1575.0,10,0.105,0.0,None,Pass
SPL-2026-0913,B-250516-2,Wafer Vanilla,2025-05-16,5.26,18.7,,0.463,0.051,1.61,0.47,5577.0,3654.0,0.165,0.151,None,Pass
SPL-2026-1691,B-250516-2,Sandwich Biscuit,2025-05-16,,20.49,7.32,0.649,0.0,1.07,0.23,50,569.0,0.284,,None,Pass
SPL-2026-2122,B-250516-8,Butter Biscuit,2025-05-16,3.73,19.98,7.58,0.455,0.044,1.46,0.92,2708.0,3350.0,0.064,0.075,None,Pass
SPL-2026-2426,B-250516-6,Butter Biscuit,2025-05-16,4.65,20.23,6.62,0.503,0.0,1.16,1.06,50,10,0.465,0.013,None,Pass
SPL-2026-4326,B-250517-4,Wafer Vanilla,2025-05-17,,26.94,5.92,0.497,0.038,2.48,2.81,3828.0,4309.0,0.074,0.092,Stability,Fail
SPL-2026-2057,B-250518-1,Butter Biscuit,2025-05-18,4.46,14.73,6.63,0.492,0.013,0.64,0.75,50,595.0,0.034,0.014,None,Pass
SPL-2026-3956,B-250518-7,Sandwich Biscuit,2025-05-18,4.37,21.38,5.07,0.546,0.042,1.4,0.77,7972.0,5076.0,0.323,0.097,None,Pass
SPL-2026-4359,B-250518-5,Cookies Choco Chip,2025-05-18,5.51,23.42,4.3,0.685,0.155,0.91,1.54,17575.0,10,0.299,0.0,Physicochemical,Fail
SPL-2026-6649,B-250518-6,Sandwich Biscuit,2025-05-18,,23.48,7.55,0.563,0.0,1.77,0.4,14409.0,11466.0,0.191,0.167,None,Pass
SPL-2026-7750,B-250518-4,Cookies Choco Chip,2025-05-18,5.71,23.47,5.79,0.599,0.041,1.61,1.26,50,11966.0,0.429,0.327,Heavy_Metal,Fail
SPL-2026-7023,B-250519-8,Cracker Plain,2025-05-19,2.53,15.52,6.88,0.64,0.032,1.1,0.92,,,0.185,0.204,None,Pass
SPL-2026-8373,B-250519-7,Cracker Plain,2025-05-19,3.97,17.2,5.24,0.487,0.052,0.62,1.74,11481.0,2239.0,0.176,0.149,None,Pass
SPL-2026-8808,B-250519-7,Cracker Filled,2025-05-19,6.68,22.93,3.48,0.692,0.142,1.24,1.06,28472.0,10,0.0,0.017,Physicochemical,Fail
SPL-2026-2282,B-250520-8,Butter Biscuit,2025-05-20,6.26,22.39,4.08,0.688,0.086,0.06,1.19,14026.0,10,0.2,0.0,Physicochemical,Fail
SPL-2026-4280,B-250520-4,Cracker Filled,2025-05-20,6.01,18.57,3.73,0.751,0.08,0.97,1.9,50,10,0.0,0.0,Physicochemical,Fail
SPL-2026-8328,B-250520-2,Cracker Plain,2025-05-20,1.09,23.75,6.24,0.624,0.022,1.12,0.45,1185.0,4326.0,0.735,0.224,Heavy_Metal,Fail
SPL-2026-9810,B-250520-3,Marie Biscuit,2025-05-20,6.84,21.49,5.35,0.731,0.08,1.04,0.57,14649.0,5049.0,0.01,0.16,Physicochemical,Fail
SPL-2026-0714,B-250521-7,Wafer Vanilla,2025-05-21,5.97,23.66,,,0.101,,2.17,20185.0,5733.0,0.199,0.119,Stability,Fail
SPL-2026-2300,B-250521-7,Cookies Choco Chip,2025-05-21,5.52,18.33,6.13,,0.008,1.82,1.25,5956.0,3642.0,0.417,0.0,None,Pass
SPL-2026-2637,B-250521-4,Cracker Plain,2025-05-21,3.76,23.56,7.65,0.398,0.009,1.42,1.57,1909.0,617.0,0.758,0.293,Heavy_Metal,Fail
SPL-2026-5324,B-250521-6,Cracker Plain,2025-05-21,3.41,19.92,7.44,0.445,0.048,1.09,0.49,50,3261.0,0.233,0.115,None,Pass
SPL-2026-5962,B-250521-6,Cracker Filled,2025-05-21,6.9,18.23,6.88,,0.0,1.1,0.54,50,1721.0,0.617,0.283,Heavy_Metal,Fail
SPL-2026-7256,B-250521-2,Sandwich Biscuit,2025-05-21,4.5,21.73,3.91,0.652,0.122,1.3,1.12,12594.0,10,0.126,0.163,Physicochemical,Fail
SPL-2026-7503,B-250521-8,Sandwich Biscuit,2025-05-21,3.61,18.0,6.33,0.537,0.05,1.03,0.48,50,3773.0,0.105,0.032,None,Pass
SPL-2026-6039,B-250523-2,Wafer Vanilla,2025-05-23,0.31,18.3,6.33,0.588,0.026,1.33,1.33,50,1059.0,0.042,0.12,None,Pass
SPL-2026-7752,B-250523-1,Cookies Choco Chip,2025-05-23,4.45,15.48,6.54,0.663,0.085,1.3,1.71,149.0,1316.0,0.196,0.084,None,Pass
SPL-2026-9049,B-250523-5,Cracker Filled,2025-05-23,6.12,24.24,5.31,0.778,0.164,2.4,1.28,50,3117.0,0.247,0.178,Physicochemical,Fail
SPL-2026-1948,B-250524-1,Marie Biscuit,2025-05-24,0.64,15.62,4.58,0.581,0.081,1.46,0.17,4051.0,10,0.051,0.16,None,Pass
SPL-2026-2332,B-250524-2,Marie Biscuit,2025-05-24,5.56,16.15,5.09,0.571,0.055,2.83,2.48,24654.0,1891.0,0.16,0.029,Stability,Fail
SPL-2026-3294,B-250524-7,Cookies Choco Chip,2025-05-24,5.62,18.88,2.83,0.688,0.126,0.95,1.23,50,3331.0,0.454,0.152,Physicochemical,Fail
SPL-2026-3686,B-250524-7,Sandwich Biscuit,2025-05-24,3.24,23.18,4.8,0.611,0.044,1.34,,22532.0,4383.0,0.16,0.056,None,Pass
SPL-2026-4598,B-250524-4,Cracker Plain,2025-05-24,,19.73,8.44,0.715,0.087,0.71,0.16,62532.0,20255.0,0.0,0.0,Microbiological,Fail
SPL-2026-7391,B-250524-7,Cracker Filled,2025-05-24,2.11,22.59,7.34,0.552,0.026,1.8,0.75,50,10,0.402,0.0,None,Pass
SPL-2026-0449,B-250525-6,Butter Biscuit,2025-05-25,2.66,21.36,5.48,0.526,0.007,,0.54,10783.0,1705.0,0.733,0.272,Heavy_Metal,Fail
SPL-2026-3884,B-250525-6,Cracker Plain,2025-05-25,3.18,14.41,6.87,0.716,0.062,,0.56,20000,29839.0,0.231,0.165,Microbiological,Fail
SPL-2026-6437,B-250525-8,Butter Biscuit,2025-05-25,5.33,26.19,5.0,0.735,0.085,1.54,0.91,50,1870.0,0.0,0.079,Physicochemical,Fail
SPL-2026-4473,B-250526-8,Wafer Vanilla,2025-05-26,5.81,15.3,4.7,0.739,0.196,1.47,1.14,50,53.0,0.182,0.068,Physicochemical,Fail
SPL-2026-5244,B-250526-7,Marie Biscuit,2025-05-26,3.57,20.05,6.21,0.559,0.093,1.04,1.58,22724.0,,0.005,0.039,None,Pass
SPL-2026-5246,B-250526-7,Butter Biscuit,2025-05-26,3.13,19.69,7.99,0.439,0.06,1.13,2.03,50,4366.0,0.273,0.025,None,Pass
SPL-2026-6354,B-250526-2,Butter Biscuit,2025-05-26,4.18,20.85,2.31,0.538,0.043,1.08,1.77,16143.0,4290.0,0.24,0.158,None,Pass
SPL-2026-8495,B-250526-5,Cracker Filled,2025-05-26,2.45,16.98,6.0,,0.056,0.96,0.83,21230.0,,0.207,0.078,None,Pass
SPL-2026-0033,B-250527-5,Cookies Choco Chip,2025-05-27,7.17,16.49,4.19,0.677,0.08,1.38,1.92,10636.0,8614.0,0.099,,Physicochemical,Fail
SPL-2026-1968,B-250527-8,Sandwich Biscuit,2025-05-27,4.73,17.48,5.61,0.505,0.097,0.32,1.28,50,7493.0,0.148,0.0,None,Pass
SPL-2026-2127,B-250527-4,Sandwich Biscuit,2025-05-27,5.67,15.81,3.99,0.833,0.08,1.27,0.98,31584.0,5996.0,0.361,0.1,Physicochemical,Fail
SPL-2026-3758,B-250527-3,Cracker Plain,2025-05-27,3.19,23.85,5.11,0.536,,1.19,1.02,22259.0,3238.0,0.0,0.205,None,Pass
SPL-2026-4635,B-250527-7,Cookies Choco Chip,2025-05-27,4.15,17.18,6.23,0.492,0.024,1.39,1.36,8717.0,1367.0,0.346,0.071,None,Pass
SPL-2026-6745,B-250527-8,Wafer Vanilla,2025-05-27,3.62,,9.64,0.616,0.021,2.03,0.79,12551.0,945.0,0.057,0.129,None,Pass
SPL-2026-7992,B-250527-5,Sandwich Biscuit,2025-05-27,3.38,24.2,9.58,0.609,0.02,,,2659.0,1024.0,0.145,0.0,None,Pass
SPL-2026-9819,B-250527-5,Sandwich Biscuit,2025-05-27,6.18,19.56,5.28,0.585,0.053,1.93,1.8,50,11020.0,0.157,0.031,None,Pass
SPL-2026-1051,B-250528-8,Cookies Choco Chip,2025-05-28,3.2,22.11,8.76,0.385,0.133,1.61,0.27,21141.0,,0.0,,None,Pass
SPL-2026-2452,B-250528-2,Cracker Filled,2025-05-28,2.56,25.6,7.08,0.502,0.019,0.15,0.74,29274.0,4536.0,0.041,0.148,None,Pass
SPL-2026-3667,B-250528-5,Marie Biscuit,2025-05-28,2.2,15.42,4.22,0.65,0.054,1.55,1.93,23665.0,6446.0,0.033,0.0,None,Pass
SPL-2026-6415,B-250528-8,Sandwich Biscuit,2025-05-28,3.12,20.87,7.32,0.528,0.1,1.94,0.69,15749.0,4545.0,0.663,0.157,Heavy_Metal,Fail
SPL-2026-7700,B-250530-4,Cracker Filled,2025-05-30,3.83,12.14,8.91,0.52,0.047,0.92,0.7,17090.0,3719.0,0.298,0.008,None,Pass
SPL-2026-0776,B-250531-6,Marie Biscuit,2025-05-31,2.65,14.55,9.44,0.619,0.068,0.42,0.4,21026.0,1797.0,0.343,0.04,None,Pass
SPL-2026-2859,B-250531-1,Cracker Plain,2025-05-31,6.18,23.36,2.98,0.703,0.139,1.08,0.94,5087.0,41.0,0.177,0.0,Physicochemical,Fail
SPL-2026-6145,B-250531-4,Marie Biscuit,2025-05-31,2.91,22.17,4.26,0.602,0.061,2.19,1.61,51547.0,9481.0,0.235,0.0,Microbiological,Fail
SPL-2026-0340,B-250601-7,Wafer Vanilla,2025-06-01,6.39,22.65,5.4,0.709,0.198,0.88,0.59,50,10,0.162,0.014,Physicochemical,Fail
SPL-2026-0526,B-250601-5,Cracker Plain,2025-06-01,4.96,21.57,,0.75,0.097,2.12,,50,4692.0,0.211,0.062,Physicochemical,Fail
SPL-2026-2694,B-250601-4,Cracker Filled,2025-06-01,3.24,26.07,6.55,0.608,,1.35,1.88,50,1857.0,0.056,0.072,None,Pass
SPL-2026-5131,B-250601-8,Butter Biscuit,2025-06-01,,20.8,7.53,0.577,0.037,1.43,1.56,50,3177.0,0.219,0.069,None,Pass
SPL-2026-6269,B-250601-5,Cookies Choco Chip,2025-06-01,4.06,12.77,7.88,0.408,,0.73,1.7,13154.0,10,0.13,0.081,None,Pass
SPL-2026-6600,B-250601-8,Cracker Plain,2025-06-01,3.39,20.16,8.68,0.558,0.03,1.13,0.63,22430.0,103.0,0.218,0.0,None,Pass
SPL-2026-7515,B-250601-8,Wafer Vanilla,2025-06-01,2.46,,7.51,0.573,0.027,1.42,1.32,50,1312.0,0.537,,None,Pass
SPL-2026-0782,B-250602-4,Cookies Choco Chip,2025-06-02,2.46,16.51,4.73,0.644,0.056,0.25,0.26,8947.0,5202.0,0.402,0.074,None,Pass
SPL-2026-1559,B-250602-6,Cracker Plain,2025-06-02,5.02,17.66,7.62,,0.011,1.81,1.07,30952.0,10,0.0,0.0,None,Pass
SPL-2026-2872,B-250602-1,Sandwich Biscuit,2025-06-02,4.11,21.61,6.52,0.558,0.0,0.63,1.69,10206.0,10,0.287,0.115,None,Pass
SPL-2026-5210,B-250602-3,Butter Biscuit,2025-06-02,1.25,,7.17,0.538,0.078,0.24,0.83,9680.0,9359.0,0.0,0.096,None,Pass
SPL-2026-8096,B-250602-2,Wafer Vanilla,2025-06-02,3.81,23.75,5.29,0.547,0.058,1.41,0.68,23484.0,,0.31,0.147,None,Pass
SPL-2026-2206,B-250603-5,Cracker Filled,2025-06-03,3.64,21.69,9.23,0.434,0.093,2.37,1.11,50,7744.0,0.197,0.02,None,Pass
SPL-2026-3985,B-250603-1,Cookies Choco Chip,2025-06-03,2.68,19.91,6.67,0.698,0.059,0.71,1.14,20000,18962.0,0.474,0.157,Microbiological,Fail
SPL-2026-4769,B-250603-7,Cracker Plain,2025-06-03,2.97,23.78,5.98,0.683,0.017,1.32,1.2,7585.0,45.0,0.199,0.0,None,Pass
SPL-2026-6791,B-250603-3,Cookies Choco Chip,2025-06-03,4.04,18.6,7.17,0.374,0.04,1.9,1.36,16761.0,10,0.261,0.146,None,Pass
SPL-2026-0271,B-250604-4,Cracker Plain,2025-06-04,4.26,13.47,8.01,0.593,0.0,1.34,1.38,3350.0,,0.021,0.167,None,Pass
SPL-2026-9698,B-250604-2,Cracker Filled,2025-06-04,4.01,22.41,4.01,0.629,0.013,0.02,1.04,2643.0,4181.0,0.0,0.0,None,Pass
SPL-2026-2064,B-250605-2,Sandwich Biscuit,2025-06-05,3.22,14.26,7.75,,0.0,1.01,1.81,17041.0,2090.0,0.0,0.0,None,Pass
SPL-2026-4581,B-250605-2,Butter Biscuit,2025-06-05,3.24,17.46,6.02,0.475,0.057,1.04,0.31,50,10,0.101,0.088,None,Pass
SPL-2026-5591,B-250606-1,Cracker Filled,2025-06-06,7.44,,6.0,0.692,,1.62,1.92,50,3625.0,0.27,0.0,Physicochemical,Fail
SPL-2026-5851,B-250606-8,Marie Biscuit,2025-06-06,4.53,17.32,6.83,0.556,0.054,1.36,0.41,,10,0.528,0.174,None,Pass
SPL-2026-6237,B-250606-4,Cracker Filled,2025-06-06,2.52,21.94,7.14,0.624,0.062,1.48,1.98,226.0,2275.0,0.235,0.013,None,Pass
SPL-2026-7288,B-250606-7,Wafer Vanilla,2025-06-06,1.83,22.35,4.35,0.482,0.095,1.91,1.35,885.0,186.0,0.196,0.055,None,Pass
SPL-2026-3573,B-250607-6,Sandwich Biscuit,2025-06-07,6.17,18.38,5.3,0.634,,1.13,1.15,50,10,0.0,0.0,None,Pass
SPL-2026-7075,B-250607-2,Wafer Vanilla,2025-06-07,,20.7,7.36,0.472,0.082,1.35,1.54,22408.0,10,0.122,0.016,None,Pass
SPL-2026-8196,B-250607-8,Cracker Plain,2025-06-07,4.92,16.79,5.49,0.675,0.009,2.48,2.19,20164.0,2035.0,0.243,0.0,Stability,Fail
SPL-2026-9078,B-250607-3,Cracker Filled,2025-06-07,,16.97,5.53,0.751,0.017,1.56,1.69,77502.0,10322.0,0.272,0.032,Microbiological,Fail
SPL-2026-2516,B-250608-4,Wafer Vanilla,2025-06-08,3.03,17.92,6.53,0.715,0.036,1.45,1.72,7500.0,10,0.261,0.0,None,Pass
SPL-2026-6314,B-250608-8,Cracker Plain,2025-06-08,3.71,27.14,7.9,0.338,,1.12,1.29,2779.0,3135.0,0.215,0.101,None,Pass
SPL-2026-9366,B-250608-2,Butter Biscuit,2025-06-08,4.24,21.92,6.75,0.513,0.039,0.22,1.49,50,10,0.113,0.091,None,Pass
SPL-2026-0654,B-250609-3,Sandwich Biscuit,2025-06-09,4.43,23.58,7.4,0.611,0.072,1.72,1.71,50,9691.0,0.126,0.031,None,Pass
SPL-2026-2863,B-250609-2,Cracker Plain,2025-06-09,3.61,,4.86,0.56,0.061,0.74,1.4,17495.0,5561.0,0.182,0.175,None,Pass
SPL-2026-8750,B-250609-7,Cracker Plain,2025-06-09,4.98,19.83,,0.661,0.111,1.72,0.7,50,7628.0,0.296,,Physicochemical,Fail
SPL-2026-5602,B-250610-4,Cracker Plain,2025-06-10,5.42,16.07,5.35,0.819,0.191,,2.42,9579.0,5271.0,0.08,0.116,Physicochemical,Fail
SPL-2026-3977,B-250611-1,Marie Biscuit,2025-06-11,4.57,27.08,5.87,0.526,0.049,0.99,1.37,33924.0,1582.0,0.0,0.074,None,Pass
SPL-2026-7353,B-250611-7,Cracker Filled,2025-06-11,5.77,14.09,5.41,0.584,0.042,2.53,2.88,2077.0,10,0.057,,Stability,Fail
SPL-2026-7841,B-250611-3,Cracker Plain,2025-06-11,4.64,,6.31,0.612,0.054,0.58,0.64,5780.0,4271.0,0.242,0.037,None,Pass
SPL-2026-1681,B-250612-2,Cracker Filled,2025-06-12,1.82,21.86,8.54,0.461,0.006,1.98,1.1,10993.0,10,0.147,0.03,None,Pass
SPL-2026-4035,B-250612-7,Marie Biscuit,2025-06-12,2.42,18.65,6.02,0.552,0.023,2.81,1.25,22662.0,757.0,0.111,0.113,None,Pass
SPL-2026-4315,B-250612-2,Cracker Filled,2025-06-12,5.21,13.18,5.51,0.6,0.025,1.43,0.48,20448.0,,0.25,0.135,None,Pass
SPL-2026-8883,B-250612-7,Cracker Filled,2025-06-12,3.86,14.87,5.48,,0.079,2.26,0.51,28780.0,5634.0,0.575,0.15,Heavy_Metal,Fail
SPL-2026-9718,B-250612-5,Cracker Filled,2025-06-12,4.17,19.9,,0.63,0.062,2.02,,22923.0,10,0.197,0.041,None,Pass
SPL-2026-0466,B-250613-7,Cracker Filled,2025-06-13,2.57,18.6,8.42,0.543,0.025,0.57,0.4,5507.0,10,0.094,0.064,None,Pass
SPL-2026-2590,B-250613-5,Butter Biscuit,2025-06-13,0.54,15.43,6.29,0.577,0.039,2.26,1.79,15334.0,2829.0,0.0,,None,Pass
SPL-2026-4286,B-250613-2,Butter Biscuit,2025-06-13,4.71,20.16,5.35,0.498,0.002,1.24,0.64,50,10,0.0,0.07,None,Pass
SPL-2026-7722,B-250614-3,Cookies Choco Chip,2025-06-14,7.07,19.78,2.71,0.675,0.143,1.45,0.75,50,3152.0,0.203,0.009,Physicochemical,Fail
SPL-2026-9512,B-250614-7,Cracker Filled,2025-06-14,6.05,11.26,6.34,0.598,0.0,,1.8,8157.0,4445.0,0.165,0.005,Stability,Fail
SPL-2026-0345,B-250615-1,Wafer Vanilla,2025-06-15,1.96,18.67,6.26,0.423,0.055,1.56,1.58,50,6442.0,0.457,0.15,Heavy_Metal,Fail
SPL-2026-0403,B-250615-7,Sandwich Biscuit,2025-06-15,5.46,17.06,2.35,0.6,,1.72,1.96,,6326.0,0.06,0.046,Physicochemical,Fail
SPL-2026-2515,B-250615-4,Butter Biscuit,2025-06-15,7.5,15.42,7.02,0.424,0.0,2.83,,24633.0,10,0.387,0.224,Stability,Fail
SPL-2026-6434,B-250615-8,Wafer Vanilla,2025-06-15,3.68,23.71,6.33,0.635,0.112,1.63,0.66,20510.0,1992.0,0.075,0.067,None,Pass
