Moisture_Content_%,Fat_Content_%,Protein_Content_%,Water_Activity_Aw,Acid_Insoluble_Ash_%,Acid_Value_mgKOHg,Peroxide_Value,Total_Plate_Count_CFUg,Yeast_Mold_Count_CFUg,Lead_Pb_mgkg,Cadmium_Cd_mgkg,Historical_Status,Product_Butter Biscuit,Product_Cookies Choco Chip,Product_Cracker Filled,Product_Cracker Plain,Product_Marie Biscuit,Product_Sandwich Biscuit,Product_Wafer Vanilla
6.37,18.53,7.77,0.816,0.013,0.44,0.63,8179,643,0.066,0.037,1,False,False,False,True,False,False,False
3.38,20.75,9.13,0.573,0.024,1.85,1.31,6506,1457,0.016,0.016,0,False,True,False,False,False,False,False
2.32,20.68,6.7,0.488,0.125,0.89,0.82,18375,208,0.122,0.021,1,True,False,False,False,False,False,False
2.83,17.01,7.89,0.516,0.026,0.91,1.01,3948,242,0.344,0.039,0,False,True,False,False,False,False,False
1.56,9.83,7.89,0.359,0.005,0.75,1.05,1195,284,0.089,0.081,0,True,False,False,False,False,False,False
3.91,21.15,4.53,0.588,0.082,1.02,0.56,3489,301,0.172,0.038,0,False,False,True,False,False,False,False
3.886698891784176,17.67,5.42,0.684,0.003,1.22,1.62,3130,776,0.018,0.0255639204783764,1,False,False,False,False,False,False,True
4.44,19.56,8.2,0.702,0.082,1.99,1.68,11258,208,0.252,0.142,0,False,False,False,True,False,False,False
4.73,17.65,6.9,0.658,0.053,0.05,1.0,869,7877,0.003,0.017,0,False,False,False,False,False,False,True
1.49,17.37,7.7,0.43,0.023,1.05,0.75,1418,323,0.024,0.079,0,False,False,False,True,False,False,False
4.09,15.19,6.7,0.57,0.013,1.77,1.4,2795,88,0.167,0.037,0,False,False,False,True,False,False,False
2.93,21.13,6.02,0.535,0.008,0.64,1.21,1777,492,0.026,0.079,0,True,False,False,False,False,False,False
3.02,19.65,7.18,0.52,0.024,0.79,1.24,718,548,0.066,0.001,0,False,False,False,False,True,False,False
2.52,20.5,7.45,0.495,0.021,1.88,1.17,1097,2723,0.062,0.019,0,False,True,False,False,False,False,False
2.44,20.51,2.5,0.475,0.006,0.47,0.77,3201,145,0.309,0.046,1,False,True,False,False,False,False,False
2.86,17.67,7.6195680170759035,0.48,0.052,1.98,1.44,2396,843,0.102,0.035,0,False,False,False,True,False,False,False
2.9,17.78,8.56,0.521,0.003,0.92,1.0850025603125852,1660,122,0.078,0.071,0,False,False,False,True,False,False,False
2.98,17.91,6.72,0.528,0.107,0.28,0.64,9920,359,0.299,0.164,1,False,False,True,False,False,False,False
4.22,13.98,6.97,0.643,0.057,0.05,0.72,3105,1927,0.225,0.013,0,False,False,True,False,False,False,False
4.02,13.55,7.9,0.644,0.068,0.7338978947217318,1.36,3372,89,0.085,0.061,0,True,False,False,False,False,False,False
0.68,13.38,4.76,0.244,0.019,0.06,0.05,228,89,0.149,0.038,0,True,False,False,False,False,False,False
3.59,21.83,9.36,0.583,0.016,0.49,0.47,3369,205,0.189,0.082,0,False,True,False,False,False,False,False
5.08,16.957209230072756,9.69,0.669,0.014,0.79,0.68,32548,886,0.21,0.035,1,False,False,True,False,False,False,False
2.26,15.66,5.79,0.457,0.007,0.05,0.5282586818864081,1963,105,0.134,0.021,0,False,False,False,False,False,False,True
3.73,13.25,5.86,0.598,0.01,1.37,1.05,3264,628,0.3,0.15,0,False,False,False,True,False,False,False
4.08,15.91,5.98,0.589,0.001,0.96,1.06,9671,1744,0.012,0.083,0,False,False,False,False,False,False,True
2.98,16.28,4.34,0.486,0.083,0.91,0.75,829,571,0.224,0.01,1,False,False,False,False,True,False,False
4.37,15.43,7.55,0.606,0.002,1.31,1.27,632,464,0.022,0.256,1,False,False,False,False,False,True,False
3.88,18.13,4.85,0.619,0.083,1.01,1.33,8799,343,0.038,0.022,0,False,True,False,False,False,False,False
4.58,16.37,7.67,0.687,0.01,0.8939713805986607,0.36,19323,175,0.134,0.147,0,False,False,False,False,False,True,False
5.49,17.16,5.75,0.68,0.026,0.58,1.0,715,3058,0.059,0.081,1,True,False,False,False,False,False,False
2.38,21.24,4.92,0.41,0.022,1.01,0.5,225,1361,0.113,0.112,0,False,False,False,False,False,True,False
2.81,19.27,8.25,0.48460237225846853,0.045,0.68,1.07,14539,3801,0.279,0.265,1,True,False,False,False,False,False,False
1.59,15.36,7.21,0.393,0.005,1.06,0.7444855720880931,953,958,0.067,0.24,1,False,False,False,False,False,True,False
3.61,18.83,5.003797992596739,0.595,0.03,1.39,1.32,1950,486,0.032,0.031,0,False,False,False,False,False,False,True
3.41,21.04,7.35,0.605,0.144,1.34,1.21,9101,285,0.048,0.002,1,False,False,False,False,False,False,True
2.8827799401881204,22.69,7.5,0.516,0.054,0.93,1.67,7269,201,0.325,0.001,0,False,False,True,False,False,False,False
3.41,21.93,6.82,0.58,0.04567752216880041,0.93,0.53,6571,894,0.108,0.147,0,False,True,False,False,False,False,False
5.31,17.3,6.77,0.6610731729896981,0.004,0.33,0.68,17600,1358,0.068,0.266,1,False,True,False,False,False,False,False
3.28,18.77,6.95,0.515,0.014,0.29,1.37,722,266,0.169,0.049,0,False,True,False,False,False,False,False
3.442624789539311,18.16,2.5,0.674,0.028,1.62,1.43,48911,5348,0.248,0.008,1,False,True,False,False,False,False,False
4.01,21.88,4.93,0.597,0.009,1.61,1.02,1602,1235,0.04,0.121,0,False,False,False,True,False,False,False
3.08,13.34,6.41,0.526,0.01,1.08,1.6,317,161,0.133,0.129,0,False,False,False,True,False,False,False
2.04,17.08,6.23,0.422,0.001,1.54,1.54,404,4547,0.023,0.086,0,True,False,False,False,False,False,False
3.22,19.22,6.52,0.542,0.089,0.78,0.53,398,552,0.032,0.076,0,False,False,True,False,False,False,False
4.15,18.27,5.746910158056312,0.621,0.102,1.23,0.51,5361,223,0.146,0.078,1,False,False,True,False,False,False,False
3.71,12.59,6.98,0.57,0.099,1.08,1.18,793,1146,0.039,0.076,0,False,False,False,True,False,False,False
5.14,17.23,4.86,0.731,0.04087124204732626,1.67,1.84,2388,920,0.016,0.007,1,False,False,False,False,False,False,True
3.7,11.52,8.46,0.563,0.021,0.3,0.52,541,1613,0.366,0.019,0,True,False,False,False,False,False,False
3.66,15.46,8.31,0.544,0.016,1.99,2.17,17247,240,0.087,0.103,0,False,False,False,False,False,False,True
4.87,18.9,6.170859710256508,0.632,0.122,0.55,0.72,4026,586,0.003,0.069,1,False,False,True,False,False,False,False
1.22,11.57,7.297851388810584,0.389,0.082,0.99,0.92,118,93,0.2,0.019,0,False,True,False,False,False,False,False
2.34,19.27,7.75,0.531,0.039,0.68,0.21,6332,946,0.247,0.058,0,False,True,False,False,False,False,False
1.76,15.98,7.5,0.401,0.078,0.95,1.11,703,288,0.068,0.006,0,False,False,False,False,False,False,True
4.080092100527461,18.93,4.82,0.476,0.016,0.59,0.68,1117,727,0.172,0.007,0,False,True,False,False,False,False,False
1.68,18.74,7.94,0.531979137311953,0.018,1.2,0.93,916,775,0.073,0.049,0,False,False,False,True,False,False,False
4.1,12.7,6.48,0.638,0.048,0.7291485932814494,0.27,4864,119,0.13508693330593835,0.124,0,False,False,False,True,False,False,False
3.84,19.97,6.65,0.612,0.013,0.96,1.35,1089,10246,0.186,0.044,1,True,False,False,False,False,False,False
3.61,17.69,4.9,0.608,0.002,1.41,1.18,8196,846,0.06,0.013,0,False,False,False,False,False,False,True
3.88,11.93,9.46,0.599,0.024764147450424618,0.44,1.41,3239,185,0.161,0.021,0,False,False,False,False,True,False,False
4.47,22.73,5.55,0.595,0.029,0.91,1.03,11083,1727,0.088,0.117,0,False,False,False,False,True,False,False
4.14,13.3,9.31,0.681,0.048,0.1,0.64,1093,574,0.014,0.005,0,False,False,False,False,True,False,False
2.37,15.07,6.08,0.46439379355098626,0.177,1.17,1.17,1520,472,0.322,0.025,1,False,False,False,False,True,False,False
3.59,17.75,7.2,0.578,0.03897029659794877,0.75,0.84,781,288,0.016,0.001,0,False,False,False,True,False,False,False
3.61,18.68,5.26,0.539,0.048,1.67,0.89,875,53,0.008,0.096,0,False,False,False,True,False,False,False
2.82,22.73,5.26,0.489,0.036,0.72,0.74,15791,369,0.031,0.123,0,False,False,False,False,False,False,True
1.62,14.65,9.66,0.383,0.08,0.45,0.81,403,252,0.387,0.09,0,False,False,False,False,False,False,True
4.72,19.57,5.62,0.676,0.06,1.27,0.98,1720,948,0.199,0.003,0,False,False,False,False,False,True,False
4.86,18.35,6.708778483674369,0.678,0.034,1.81,0.84,644,256,0.003,0.121,1,False,False,False,False,False,False,True
3.09,20.72,5.19,0.529972343194444,0.002,1.26,1.4,2883,770,0.188,0.095,0,False,False,False,False,False,True,False
1.86,14.28,8.23,0.429,0.002,1.49,1.52,4209,4738,0.028,0.203,1,False,False,False,False,False,True,False
4.52,18.32,6.51,0.695,0.027,1.64,1.43,29537,43,0.115,0.07506565594918466,0,True,False,False,False,False,False,False
3.45,14.31,7.85,0.553,0.092,0.1,0.97,1206,401,0.11,0.045,0,False,False,False,False,False,True,False
2.2,19.38,6.14,0.422,0.006,1.01,0.62,3217,3187,0.308,0.081,0,False,False,False,False,False,True,False
5.01,13.86,7.57,0.678,0.073,1.0,0.87,2688,206,0.129,0.042723308615253086,1,False,False,False,False,False,True,False
3.9,14.72,7.64,0.68,0.178,0.54,1.62,5846,453,0.1,0.004,1,False,False,True,False,False,False,False
4.7,17.9193356720942,4.91,0.657,0.021670774950209987,1.05,0.97,3337,476,0.095,0.021,0,True,False,False,False,False,False,False
4.46,20.99,5.78,0.707,0.061,0.05,0.36,3430,1693,0.073,0.037,0,False,False,False,True,False,False,False
2.15,18.86,4.82,0.479,0.021,0.63,0.44,2314,1045,0.14,0.166,0,False,False,True,False,False,False,False
5.2,18.73,5.43,0.636,0.17,0.61,0.58,4413,1915,0.211,0.01,1,False,True,False,False,False,False,False
2.92,11.52,7.1783489692838005,0.457,0.05170050090001462,1.26,0.92,304,100,0.265,0.007,0,False,False,False,True,False,False,False
2.85,15.69,6.43,0.505,0.048,1.0,0.82,3450,750,0.037,0.057,0,False,False,False,False,True,False,False
2.66,22.83,6.218077217561631,0.523,0.057,1.37,0.71,1677,540,0.303,0.056,0,False,True,False,False,False,False,False
2.96,20.07,5.99,0.512,0.015,2.06,2.07,25577,1011,0.064,0.036,1,False,True,False,False,False,False,False
2.7,17.72,5.32,0.52,0.066,0.84,0.97,3931,1356,0.027,0.042,0,False,False,False,False,True,False,False
3.65,12.83,5.16,0.5679050288221738,0.058,0.52,0.05,4064,645,0.063,0.065,0,False,False,False,True,False,False,False
1.67,20.3,3.72,0.5012064524616491,0.047,0.7417969320387815,0.44,49,414,0.308,0.046,1,False,False,True,False,False,False,False
4.84,22.93,4.06,0.737,0.02,0.8,0.81,38610,1912,0.14,0.057,1,True,False,False,False,False,False,False
3.480125349990504,16.89,7.82,0.673,0.001,0.88,0.96943845706389,549,158,0.411,0.023,0,True,False,False,False,False,False,False
2.53,18.85,4.95,0.455,0.07446981265047858,1.07,0.66,5410,923,0.061,0.173,0,False,False,False,True,False,False,False
1.34,19.93,7.92,0.388,0.002,0.06,0.87,3784,389,0.149,0.247,1,False,True,False,False,False,False,False
1.83,17.08,6.918805266776392,0.405,0.028,1.330687727030275,1.29,53,68,0.218,0.152,1,False,True,False,False,False,False,False
2.61,17.48,8.7,0.473,0.037,1.31,0.17,2612,302,0.149,0.024,0,False,False,False,False,False,False,True
3.98,15.8,6.15,0.5890368126875827,0.022,1.85,1.62,4418,1070,0.258,0.091,0,True,False,False,False,False,False,False
4.34,18.57,4.15,0.655,0.007,1.31,1.14,6344,1278,0.068,0.072,1,False,False,False,False,False,True,False
3.33,20.2,5.13,0.53,0.001,0.55,0.48,1728,421,0.321,0.022,0,False,False,False,True,False,False,False
3.8,14.07,7.12,0.598,0.03,1.37,1.2,3561,557,0.052,0.03716656986167949,0,False,False,False,False,False,False,True
3.61,22.83,5.36,0.589,0.016,0.19,0.13,446,319,0.031,0.055,0,False,False,False,True,False,False,False
3.15,15.77,6.99,0.508,0.002,0.17,1.22,16973,46,0.036,0.006,0,True,False,False,False,False,False,False
3.06,12.06,7.31,0.5164717408280383,0.09,1.39,1.51,370,251,0.087,0.029,0,False,False,False,False,True,False,False
3.36,16.41,5.72,0.531,0.04,1.79,1.97,2285,1326,0.318,0.001,0,False,False,False,False,False,False,True
4.62,23.75,7.31,0.758,0.068,0.9,0.51,61696,361,0.021,0.011,0,False,False,False,False,False,False,True
4.62,17.5,5.21,0.675,0.011,1.82,1.18,8603,574,0.187,0.179,0,False,True,False,False,False,False,False
3.7798341126467365,27.59,7.51,0.455,0.061,0.05,0.05,1617,585,0.128,0.004,0,False,True,False,False,False,False,False
3.25,21.06,6.62,0.542,0.071,0.63,1.1,7859,4660,0.08,0.008,0,False,False,True,False,False,False,False
2.22,21.24,9.35,0.462,0.006,1.07,1.1,322,493,0.11790302177692376,0.005,0,False,False,False,False,False,False,True
5.3,23.95,2.5,0.709,0.03,1.85,2.06,6200,323,0.006,0.081,1,False,True,False,False,False,False,False
3.29,18.25,6.31,0.581,0.049,0.26,0.82,20518,443,0.489,0.011,0,False,False,False,False,False,False,True
3.56,18.72,5.09,0.603,0.047,1.03,1.1,2019,1748,0.056,0.025,0,False,False,False,False,False,True,False
6.13,10.35,6.97,0.816,0.039,0.97,0.98,4508,6717,0.278,0.067,1,False,False,False,True,False,False,False
2.95,16.57,3.58,0.44,0.026,0.87,0.7904286388071121,346,713,0.024,0.017,1,False,False,True,False,False,False,False
3.78,17.17,5.99,0.59,0.024,1.55,0.86,2144,296,0.002,0.037,0,False,False,False,True,False,False,False
3.36,12.53,6.22,0.584,0.123,1.73,1.6,825,465,0.042,0.079,1,False,False,False,False,False,False,True
1.47,12.61,5.37,0.414,0.001,1.1816684716722468,1.03,925,1373,0.001,0.028,0,True,False,False,False,False,False,False
4.73,26.46,6.57,0.718,0.059,1.217633177698908,1.56,15523,1697,0.081,0.026,0,False,False,False,False,True,False,False
4.68,13.48,4.58,0.708,0.028,0.78,1.5,738,946,0.5,0.03988602282752697,1,False,False,False,True,False,False,False
4.09,22.07,7.89,0.604,0.026,1.63,1.34,1851,631,0.281,0.002,0,False,False,True,False,False,False,False
2.84,17.07,7.45,0.555,0.097,0.91,1.21,129773,777,0.047,0.086,1,False,True,False,False,False,False,False
2.79,15.03,5.38,0.476,0.018,1.2,1.26,2542,384,0.02,0.044,0,False,False,True,False,False,False,False
5.17,24.84,6.29,0.6623886331356091,0.021,0.76,0.57,26213,737,0.136,0.101,1,False,False,True,False,False,False,False
3.88,20.86,6.38,0.602,0.005,0.62,1.11,1097,319,0.237,0.199,0,False,False,True,False,False,False,False
3.7,18.505083280998996,8.13,0.586,0.006,0.47,0.79,1190,897,0.035,0.004,0,False,False,False,True,False,False,False
4.62,16.27,7.43,0.652,0.024,1.39,1.08,2164,752,0.001,0.164,0,False,False,False,True,False,False,False
3.66,25.5,3.38,0.609,0.021,1.58,1.45,816,513,0.044,0.02,1,False,False,True,False,False,False,False
4.28,19.69,9.24,0.593,0.022,0.96,1.44,357,554,0.417,0.04556768095256085,0,False,True,False,False,False,False,False
5.0,9.53,7.92,0.723,0.071,1.1,1.42,2160,2449,0.283,0.022,1,False,False,False,True,False,False,False
3.9108690728829503,21.72,7.66,0.529,0.019,0.99,0.74,1498,3110,0.297,0.078,0,False,False,True,False,False,False,False
4.26,19.017582794419745,9.51,0.59,0.037,0.97,0.62,1663,1315,0.132,0.038,0,False,False,False,False,True,False,False
4.01,15.24,7.08,0.64,0.033,0.81,0.68,3768,649,0.381,0.02,0,False,True,False,False,False,False,False
2.38,17.65,6.74,0.436,0.079,1.2839610369039658,1.25,2029,1229,0.09043876240877895,0.195,0,False,False,False,False,False,False,True
4.48,19.04,8.075840485723225,0.671,0.052722207132716026,0.98,0.72,5735,3632,0.132,0.024,1,False,False,False,False,False,False,True
3.39,19.46,5.06,0.57,0.053,1.1,0.78,1493,547,0.002,0.037,0,False,False,False,True,False,False,False
3.67,13.3,2.5,0.598,0.013,0.97,0.9,128,1158,0.085,0.008,1,False,False,True,False,False,False,False
4.584897209607715,22.23,5.25,0.536,0.008,0.84,0.52,758,356,0.224,0.166,0,False,True,False,False,False,False,False
4.82,17.78,8.85,0.704,0.006,1.58,1.9,3174,219,0.079,0.159,0,False,False,False,False,True,False,False
4.05,16.45,7.27,0.608,0.05730350849454295,0.52,1.26,701,976,0.007,0.067,0,False,False,False,False,True,False,False
2.88,22.97,3.81,0.497,0.111,0.81,0.84,28786,127,0.066,0.16,1,False,False,False,False,True,False,False
1.99,17.01,4.5,0.429,0.095,1.1,1.61,315,1350,0.101,0.042,1,False,False,False,True,False,False,False
4.28,21.68,5.5,0.591,0.02,0.35,0.54,4646,762,0.117,0.066,0,True,False,False,False,False,False,False
2.31,14.64,5.63,0.426,0.006,1.3882426067861664,0.78,2710,196,0.054,0.014,0,True,False,False,False,False,False,False
3.11,16.38,7.81,0.547,0.097,1.03,1.21,1949,568,0.128,0.052,0,False,False,False,False,False,True,False
4.28,20.53,8.94,0.633,0.079,0.94,1.08,1216,609,0.105,0.007,0,False,False,False,False,True,False,False
3.8003243238000883,13.12,6.23,0.675,0.244,1.18,1.21,11813,4148,0.358,0.1,1,False,False,False,False,True,False,False
3.34,16.95422239401196,4.3,0.576,0.035,0.5453648328214006,0.5747161757497158,1631,630,0.038,0.123,1,False,True,False,False,False,False,False
3.84,16.0,7.03,0.604,0.128,0.43,0.52,369,584,0.176,0.079,1,True,False,False,False,False,False,False
3.89,20.26,6.66,0.55,0.012,0.43,0.51,374,2104,0.061,0.014,0,False,True,False,False,False,False,False
3.51,15.42,6.25,0.531,0.023,0.92,0.91,1395,68,0.243,0.015,0,False,False,False,False,False,True,False
3.61,20.45502016133407,5.16,0.598,0.103,1.73,1.24,14627,645,0.098,0.031,1,False,True,False,False,False,False,False
5.71,18.6,5.4,0.775,0.064,0.82,0.94,16775,401,0.375,0.023,1,False,False,True,False,False,False,False
3.07,20.21,4.81,0.521,0.027,2.03,1.84,1603,1319,0.07,0.158,1,False,False,False,False,False,True,False
3.16,18.23,7.2,0.5207777973789485,0.004,0.8461308165484658,1.48,221,1920,0.342,0.146,0,False,False,False,False,True,False,False
3.93,13.83,7.78,0.618,0.033,1.05,1.11,5265,1718,0.087,0.05,0,False,False,False,False,False,True,False
3.31,20.15,7.71,0.543,0.021,0.93,0.1,5763,1321,0.264,0.051,0,False,False,False,False,True,False,False
4.04,21.11,4.9,0.623,0.018,0.65,0.47,17504,3102,0.231,0.026,0,False,False,False,False,False,True,False
2.52,20.47,3.96,0.522,0.051,0.41,0.73,132,2199,0.003,0.097,1,False,False,False,False,False,False,True
4.11,19.18,8.73,0.625,0.025,1.35,1.14,1750,1491,0.03,0.074,0,False,False,False,True,False,False,False
2.73,17.71,6.88,0.451,0.034,0.85,1.17,1540,348,0.013,0.044,0,True,False,False,False,False,False,False
4.27,27.8,6.2,0.665,0.003,1.28,1.09,1425,923,0.04,0.025,0,False,False,False,True,False,False,False
4.76,19.4,8.25,0.651,0.026,2.09,1.85,2284,178,0.159,0.146,1,False,False,False,False,True,False,False
2.58,13.02,7.02,0.491,0.017,0.53,0.05,29975,824,0.41,0.026,0,False,False,True,False,False,False,False
5.7,10.52,6.91,0.702,0.089,0.05,0.49,10170,3681,0.071,0.056,1,False,False,False,True,False,False,False
3.92,21.271422662051844,10.87,0.58,0.011,0.69,1.29,2140,138,0.246,0.008,0,False,False,False,True,False,False,False
5.08,10.86,6.8,0.697,0.052,1.0326099456710593,1.17,1338,787,0.001,0.063,1,True,False,False,False,False,False,False
3.69,23.68,7.98,0.625,0.014950269413812025,1.02,0.9302691964006153,2372,506,0.131,0.071,0,False,False,False,False,True,False,False
3.2930274169967544,18.3,6.43,0.436,0.033987189418133494,1.501350197382987,1.56,287,388,0.097,0.046,0,True,False,False,False,False,False,False
4.68,23.49,4.6,0.692,0.037,1.56,1.18,2355,7236,0.083,0.084,0,False,False,False,False,False,True,False
2.97,16.46,4.2,0.522,0.053,0.96,0.84,921,117,0.052,0.054,1,False,False,False,True,False,False,False
3.75,15.72,5.07,0.585,0.007,0.24,0.38,4442,767,0.113,0.141,0,False,True,False,False,False,False,False
1.63,16.93,5.88,0.385,0.052,1.02,0.67,425,64,0.292,0.088,0,True,False,False,False,False,False,False
3.23,12.04,7.07,0.479,0.003,0.58,0.6320689446124285,14212,479,0.043,0.004,0,False,False,False,False,False,True,False
3.33,24.81,8.46,0.556,0.002,0.63,0.75,3312,83,0.089,0.066,0,False,False,False,False,False,False,True
5.18,22.93,9.77,0.743,0.03191324588408268,1.26,1.1,1594,5101,0.029,0.043,1,False,True,False,False,False,False,False
4.11,12.02,6.33,0.595,0.002,1.75,1.61,7429,1298,0.134,0.028,0,False,False,True,False,False,False,False
2.44,19.64,3.83,0.512,0.03709863783484225,0.91,1.15,1417,932,0.098,0.063,1,True,False,False,False,False,False,False
2.52,15.06,8.67,0.473,0.088,1.96,1.7,2098,538,0.158,0.102,0,False,False,False,False,False,False,True
3.79,17.69,8.87,0.608,0.032,0.78,1.31,5695,83,0.162,0.049,0,False,False,True,False,False,False,False
5.38,17.53,5.8,0.703,0.097,0.47,0.7720547641053461,4632,876,0.106,0.011,1,False,False,False,False,False,False,True
5.06,11.4,6.55,0.675,0.065,1.57,1.1278688476766263,5509,687,0.135,0.007,1,False,True,False,False,False,False,False
5.19,14.76,7.76,0.761,0.084,0.67,0.74,41557,17524,0.019,0.066,1,False,False,False,False,True,False,False
4.96,14.97,3.87,0.698,0.019,0.84,1.0839292006044559,14039,1039,0.266,0.03,1,False,False,True,False,False,False,False
2.82,20.66,11.07,0.456,0.043,0.86,0.71,4436,101,0.024,0.021,0,False,True,False,False,False,False,False
5.54,18.91,5.385371288424093,0.763,0.025,0.05,0.65,876,1253,0.283,0.022,1,False,False,False,False,True,False,False
4.12,16.45,9.1,0.629,0.073,1.35,1.14,5477,4166,0.228,0.017,0,False,False,True,False,False,False,False
3.3070812555113767,17.83,7.86,0.424,0.029,1.94,1.97,997,155,0.031,0.027,0,False,False,False,True,False,False,False
4.54,17.07677099841776,5.28,0.655,0.019,1.6,1.52,258279,1254,0.093,0.021,1,False,False,True,False,False,False,False
3.16,17.83,5.82,0.515,0.005,0.74,1.04,29908,13295,0.158,0.047,1,False,False,False,False,False,False,True
2.83,19.9,3.34,0.507,0.12,1.34,0.89,1267,279,0.011,0.017,1,False,False,False,True,False,False,False
3.11,20.02,8.26,0.531,0.026,1.76,1.42,4239,336,0.039,0.06284974909389111,0,False,False,True,False,False,False,False
3.82,18.09,8.3,0.53,0.22,0.98,0.9673273425637624,923,566,0.267,0.007,1,False,False,False,False,False,True,False
4.76,18.26,6.66,0.661,0.045,1.15,0.78,1155,707,0.096,0.001,0,False,True,False,False,False,False,False
1.32,20.34,5.6,0.39,0.004,1.12,1.59,532,14,0.19902615606868213,0.047,0,False,False,False,True,False,False,False
2.84,12.95,3.61,0.491,0.011,0.72,0.65,4418,365,0.013,0.042,1,True,False,False,False,False,False,False
3.22,22.33,6.24,0.536,0.026,1.7,0.92,2499,15439,0.013,0.073,1,False,False,False,True,False,False,False
4.2,10.65,3.71,0.647,0.01,0.97,1.62,998,399,0.092,0.017,1,False,False,False,False,True,False,False
2.91,10.11,8.79,0.5149502946482432,0.028082432555764963,1.21,0.83,3835,680,0.015,0.247,1,False,False,False,False,True,False,False
2.68,21.25,4.1,0.516,0.006,0.26,0.54,12000,1087,0.074,0.01,1,False,False,False,False,False,True,False
4.93,20.23,4.41,0.724,0.165,1.44,1.24,7406,558,0.15,0.021,1,False,False,True,False,False,False,False
3.09,23.0,4.99,0.497,0.009,0.853331705156275,0.34,830,98,0.444,0.017,0,False,False,True,False,False,False,False
3.69,19.93,7.31,0.637,0.04,1.7,1.2,10959,4805,0.027,0.235,1,False,False,False,False,True,False,False
2.8,23.18,4.97,0.479,0.002,0.59,0.73,6597,341,0.085,0.101,0,True,False,False,False,False,False,False
2.67,21.02,4.73,0.509,0.101,0.86,0.84,2656,345,0.048,0.055,1,False,False,False,True,False,False,False
2.96,14.32,5.46,0.472,0.009,0.05,0.05,3886,525,0.057,0.02,0,False,True,False,False,False,False,False
2.11,17.04,5.637628359759158,0.483,0.019,1.0,1.43,3038,532,0.17809989781129235,0.013,0,False,False,False,True,False,False,False
4.45,18.71,7.24,0.682,0.045,2.82,2.25,20622,531,0.056,0.101,1,True,False,False,False,False,False,False
4.01,18.51991363547602,5.2,0.581,0.011,1.19,1.53,4272,138,0.021,0.031,0,False,False,False,False,False,True,False
3.28,18.04,6.04,0.562,0.039623193544491536,1.12,0.55,22934,3054,0.037,0.006,0,False,True,False,False,False,False,False
3.11,16.45,5.27,0.546,0.006,0.66,0.58,431,235,0.414,0.035,0,False,False,False,False,False,True,False
3.87,16.69,7.67,0.575,0.067,0.59,0.61,2009,897,0.005,0.001,0,False,False,False,False,False,True,False
2.05,13.21,7.48,0.464,0.013,0.29,0.85,892,62,0.144,0.047,0,False,False,False,True,False,False,False
2.66,18.33,9.04,0.514,0.072,1.31,1.1,1646,114,0.057,0.024,0,False,False,False,False,False,True,False
3.06,15.17,6.9,0.49238985514651995,0.022,1.38,0.63,497,200,0.301,0.013,0,False,True,False,False,False,False,False
2.58,10.99,9.8,0.451,0.021,0.74,0.8,15549,439,0.071,0.084,0,False,False,False,False,False,True,False
3.56,15.97,5.82,0.552,0.052,1.01,0.83,8256,441,0.069,0.036,0,False,False,False,False,False,False,True
3.47,17.19,6.79,0.546,0.121,0.53,0.46,11002,548,0.18,0.004,1,False,False,False,True,False,False,False
3.08,15.58,7.11,0.507,0.006,0.5426965437041026,1.27,999,298,0.187,0.065,0,False,False,False,False,True,False,False
3.4826919032304087,15.11,4.49,0.606,0.03,0.97,1.13,4003,15659,0.189,0.05,1,True,False,False,False,False,False,False
4.31,17.19,6.88,0.622,0.007,2.22,1.1,6931,493,0.005,0.061,1,False,False,False,False,True,False,False
5.41,19.12,7.43,0.721,0.05151820940704101,1.01,0.72,5848,902,0.081,0.001,1,True,False,False,False,False,False,False
3.2,17.14,5.11,0.5398235960082516,0.006,1.41,1.1582249603457635,615,581,0.017,0.01,0,False,False,False,True,False,False,False
3.32,18.28,5.4101971665175315,0.562,0.074,1.32,1.09,17646,5585,0.158,0.048,0,False,False,False,False,False,False,True
2.94,17.38,7.31,0.466,0.013,1.32,1.19,2263,338,0.1,0.03,0,False,False,False,False,False,False,True
5.61,15.45,6.68,0.744,0.029,0.66,0.87,2136,13687,0.172,0.068,1,False,False,False,True,False,False,False
2.94,21.27,6.42,0.462,0.029,0.26,0.05,1716,914,0.265,0.002,0,False,False,False,False,False,True,False
2.89,15.28,8.17,0.533,0.007,1.54,1.79,4190,78,0.233,0.121,0,False,True,False,False,False,False,False
2.74,19.23,9.27,0.532,0.006,1.12,0.82,2265,3309,0.095,0.132,0,False,False,False,True,False,False,False
2.89,19.56,7.79,0.51,0.011,0.53,0.66,7807,773,0.069,0.114,0,False,False,False,True,False,False,False
4.35,19.82,6.45,0.614,0.027,1.77,1.55,3977,1821,0.391,0.09829750193843673,0,False,False,False,False,True,False,False
4.25,15.73,6.47,0.604,0.007,0.65,0.95,38013,1034,0.101,0.004,0,False,False,True,False,False,False,False
2.48,17.75,6.39,0.487,0.002,1.85,1.63,1803,308,0.058,0.092,0,False,False,False,False,False,False,True
2.48,17.38,4.76,0.503,0.05411452118584731,0.37,0.81,276,134,0.207,0.024,0,False,False,False,False,False,True,False
1.94,16.33,3.74,0.469,0.014,0.78,0.32,811,535,0.001,0.05,1,False,False,False,True,False,False,False
2.88,13.85,5.42,0.506,0.009,1.219535335607844,0.94,905,939,0.119,0.01,0,False,True,False,False,False,False,False
